timestamp,fhr,toco
2024-06-01T09:00:22.500,148.7,14.7
2024-06-01T09:00:23.000,149.0,13.9
2024-06-01T09:00:23.500,149.8,14.5
2024-06-01T09:00:24.000,149.5,16.0
2024-06-01T09:00:24.500,149.7,14.2
2024-06-01T09:00:25.000,149.3,14.7
2024-06-01T09:00:25.500,149.5,16.4
2024-06-01T09:00:26.000,149.7,16.4
2024-06-01T09:00:26.500,149.1,15.9
2024-06-01T09:00:27.000,148.7,16.7
2024-06-01T09:00:27.500,149.5,16.4
2024-06-01T09:00:28.000,150.0,18.6
2024-06-01T09:00:28.500,149.4,19.4
2024-06-01T09:00:29.000,149.6,18.5
2024-06-01T09:00:29.500,149.0,21.8
2024-06-01T09:00:30.000,149.0,17.1
2024-06-01T09:00:30.500,148.2,19.5
2024-06-01T09:00:31.000,147.2,22.9
2024-06-01T09:00:31.500,147.3,20.2
2024-06-01T09:00:32.000,147.6,18.9
2024-06-01T09:00:32.500,148.2,23.9
2024-06-01T09:00:33.000,147.5,23.1
2024-06-01T09:00:33.500,147.5,20.9
2024-06-01T09:00:34.000,147.9,24.4
2024-06-01T09:00:34.500,147.1,22.2
2024-06-01T09:00:35.000,146.3,22.2
2024-06-01T09:00:35.500,145.7,24.4
2024-06-01T09:00:36.000,146.7,24.4
2024-06-01T09:00:36.500,147.2,24.0
2024-06-01T09:00:37.000,146.6,25.6
2024-06-01T09:00:37.500,147.2,25.1
2024-06-01T09:00:38.000,147.1,27.2
2024-06-01T09:00:38.500,147.6,27.5
2024-06-01T09:00:39.000,146.8,29.2
2024-06-01T09:00:39.500,146.1,27.8
2024-06-01T09:00:40.000,146.3,27.0
2024-06-01T09:00:40.500,146.2,27.5
2024-06-01T09:00:41.000,146.0,29.5
2024-06-01T09:00:41.500,144.7,32.7
2024-06-01T09:00:42.000,144.6,32.1
2024-06-01T09:00:42.500,144.4,30.3
2024-06-01T09:00:43.000,144.5,33.1
2024-06-01T09:00:43.500,144.6,30.4
2024-06-01T09:00:44.000,144.4,34.0
2024-06-01T09:00:44.500,145.0,32.4
2024-06-01T09:00:45.000,144.6,34.5
2024-06-01T09:00:45.500,145.0,34.7
2024-06-01T09:00:46.000,144.2,33.7
2024-06-01T09:00:46.500,143.9,35.0
2024-06-01T09:00:47.000,143.1,33.3
2024-06-01T09:00:47.500,142.6,35.1
2024-06-01T09:00:48.000,141.8,37.2
2024-06-01T09:00:48.500,140.1,42.1
2024-06-01T09:00:49.000,139.7,37.3
2024-06-01T09:00:49.500,138.7,36.7
2024-06-01T09:00:50.000,139.0,35.3
2024-06-01T09:00:50.500,139.5,38.7
2024-06-01T09:00:51.000,139.5,34.9
2024-06-01T09:00:51.500,139.8,36.5
2024-06-01T09:00:52.000,139.7,38.5
2024-06-01T09:00:52.500,139.9,36.4
2024-06-01T09:00:53.000,139.4,40.7
2024-06-01T09:00:53.500,138.0,40.2
2024-06-01T09:00:54.000,138.2,37.9
2024-06-01T09:00:54.500,138.3,38.1
2024-06-01T09:00:55.000,137.4,37.2
2024-06-01T09:00:55.500,136.8,37.2
2024-06-01T09:00:56.000,136.4,40.1
2024-06-01T09:00:56.500,135.6,40.5
2024-06-01T09:00:57.000,135.0,40.2
2024-06-01T09:00:57.500,134.0,40.1
2024-06-01T09:00:58.000,134.4,39.0
2024-06-01T09:00:58.500,134.1,40.4
2024-06-01T09:00:59.000,133.7,37.7
2024-06-01T09:00:59.500,133.4,39.9
2024-06-01T09:01:00.000,132.8,42.1
2024-06-01T09:01:00.500,131.8,41.9
2024-06-01T09:01:01.000,130.4,39.2
2024-06-01T09:01:01.500,130.0,39.4
2024-06-01T09:01:02.000,128.6,41.9
2024-06-01T09:01:02.500,128.7,42.4
2024-06-01T09:01:03.000,127.5,37.4
2024-06-01T09:01:03.500,128.2,38.9
2024-06-01T09:01:04.000,127.8,39.8
2024-06-01T09:01:04.500,127.5,41.1
2024-06-01T09:01:05.000,128.0,37.9
2024-06-01T09:01:05.500,126.5,39.9
2024-06-01T09:01:06.000,127.3,38.3
2024-06-01T09:01:06.500,127.0,42.2
2024-06-01T09:01:07.000,126.9,39.0
2024-06-01T09:01:07.500,125.9,38.0
2024-06-01T09:01:08.000,125.3,37.4
2024-06-01T09:01:08.500,125.0,39.3
2024-06-01T09:01:09.000,124.5,38.4
2024-06-01T09:01:09.500,123.1,35.5
2024-06-01T09:01:10.000,122.6,37.2
2024-06-01T09:01:10.500,121.9,34.5
2024-06-01T09:01:11.000,121.2,35.1
2024-06-01T09:01:11.500,120.6,34.0
2024-06-01T09:01:12.000,120.2,33.6
2024-06-01T09:01:12.500,119.9,34.2
2024-06-01T09:01:13.000,119.9,33.4
2024-06-01T09:01:13.500,119.7,35.3
2024-06-01T09:01:14.000,119.3,35.3
2024-06-01T09:01:14.500,119.2,33.4
2024-06-01T09:01:15.000,118.0,31.7
2024-06-01T09:01:15.500,117.7,34.1
2024-06-01T09:01:16.000,116.7,29.5
2024-06-01T09:01:16.500,116.2,29.2
2024-06-01T09:01:17.000,115.5,32.8
2024-06-01T09:01:17.500,114.9,32.2
2024-06-01T09:01:18.000,115.5,32.3
2024-06-01T09:01:18.500,114.9,30.0
2024-06-01T09:01:19.000,114.2,28.0
2024-06-01T09:01:19.500,114.2,28.7
2024-06-01T09:01:20.000,115.1,29.8
2024-06-01T09:01:20.500,114.5,27.4
2024-06-01T09:01:21.000,113.5,27.0
2024-06-01T09:01:21.500,113.2,25.5
2024-06-01T09:01:22.000,112.7,25.3
2024-06-01T09:01:22.500,112.6,27.9
2024-06-01T09:01:23.000,111.8,26.8
2024-06-01T09:01:23.500,112.3,23.9
2024-06-01T09:01:24.000,111.9,23.5
2024-06-01T09:01:24.500,112.3,23.8
2024-06-01T09:01:25.000,112.7,25.0
2024-06-01T09:01:25.500,112.2,21.9
2024-06-01T09:01:26.000,111.6,23.0
2024-06-01T09:01:26.500,111.0,19.5
2024-06-01T09:01:27.000,111.9,20.4
2024-06-01T09:01:27.500,111.5,22.4
2024-06-01T09:01:28.000,111.8,22.6
2024-06-01T09:01:28.500,111.9,19.1
2024-06-01T09:01:29.000,112.2,19.2
2024-06-01T09:01:29.500,112.6,21.1
2024-06-01T09:01:30.000,112.4,18.8
2024-06-01T09:01:30.500,112.6,18.1
2024-06-01T09:01:31.000,112.5,19.3
2024-06-01T09:01:31.500,112.7,18.3
2024-06-01T09:01:32.000,113.6,19.2
2024-06-01T09:01:32.500,114.3,18.3
2024-06-01T09:01:33.000,114.4,15.8
2024-06-01T09:01:33.500,114.5,16.1
2024-06-01T09:01:34.000,114.3,15.7
2024-06-01T09:01:34.500,114.9,13.3
2024-06-01T09:01:35.000,115.1,13.5
2024-06-01T09:01:35.500,115.1,16.0
2024-06-01T09:01:36.000,115.5,11.7
2024-06-01T09:01:36.500,116.4,15.2
2024-06-01T09:01:37.000,117.7,13.7
2024-06-01T09:01:37.500,118.1,12.7
2024-06-01T09:01:38.000,117.9,13.3
2024-06-01T09:01:38.500,119.0,12.9
2024-06-01T09:01:39.000,118.7,13.6
2024-06-01T09:01:39.500,119.1,10.8
2024-06-01T09:01:40.000,119.4,10.7
2024-06-01T09:01:40.500,119.9,10.3
2024-06-01T09:01:41.000,121.4,13.2
2024-06-01T09:01:41.500,121.8,11.4
2024-06-01T09:01:42.000,122.4,8.3
2024-06-01T09:01:42.500,121.8,8.9
2024-06-01T09:01:43.000,122.4,8.0
2024-06-01T09:01:43.500,122.1,8.8
2024-06-01T09:01:44.000,121.8,8.8
2024-06-01T09:01:44.500,122.1,11.6
2024-06-01T09:01:45.000,122.4,5.1
2024-06-01T09:01:45.500,122.8,9.1
2024-06-01T09:01:46.000,123.1,8.0
2024-06-01T09:01:46.500,124.1,6.0
2024-06-01T09:01:47.000,124.6,6.5
2024-06-01T09:01:47.500,124.8,5.8
2024-06-01T09:01:48.000,125.7,6.3
2024-06-01T09:01:48.500,126.5,7.5
2024-06-01T09:01:49.000,126.9,3.5
2024-06-01T09:01:49.500,127.0,7.6
2024-06-01T09:01:50.000,126.9,4.8
2024-06-01T09:01:50.500,127.7,7.4
2024-06-01T09:01:51.000,128.6,5.6
2024-06-01T09:01:51.500,130.0,6.6
2024-06-01T09:01:52.000,130.2,5.4
2024-06-01T09:01:52.500,130.8,6.0
2024-06-01T09:01:53.000,131.7,4.3
2024-06-01T09:01:53.500,131.6,2.7
2024-06-01T09:01:54.000,132.2,4.8
2024-06-01T09:01:54.500,132.2,4.7
2024-06-01T09:01:55.000,133.3,6.7
2024-06-01T09:01:55.500,134.2,0.3
2024-06-01T09:01:56.000,136.0,2.9
2024-06-01T09:01:56.500,136.3,4.7
2024-06-01T09:01:57.000,137.1,1.0
2024-06-01T09:01:57.500,137.8,2.4
2024-06-01T09:01:58.000,138.1,5.8
2024-06-01T09:01:58.500,137.8,4.7
2024-06-01T09:01:59.000,137.1,1.1
2024-06-01T09:01:59.500,138.5,4.5
2024-06-01T09:02:00.000,138.5,4.0
2024-06-01T09:02:00.500,139.0,3.3
2024-06-01T09:02:01.000,139.2,2.6
2024-06-01T09:02:01.500,140.7,2.3
2024-06-01T09:02:02.000,141.3,0.5
2024-06-01T09:02:02.500,140.4,0.9
2024-06-01T09:02:03.000,140.4,2.7
2024-06-01T09:02:03.500,139.9,1.8
2024-06-01T09:02:04.000,138.9,4.2
2024-06-01T09:02:04.500,138.5,0.9
2024-06-01T09:02:05.000,139.3,0.0
2024-06-01T09:02:05.500,140.6,0.7
2024-06-01T09:02:06.000,140.7,1.6
2024-06-01T09:02:06.500,141.4,1.7
2024-06-01T09:02:07.000,143.5,1.2
2024-06-01T09:02:07.500,144.0,0.0
2024-06-01T09:02:08.000,143.7,3.2
2024-06-01T09:02:08.500,143.8,0.0
2024-06-01T09:02:09.000,144.6,1.9
2024-06-01T09:02:09.500,145.5,0.4
2024-06-01T09:02:10.000,145.4,0.0
2024-06-01T09:02:10.500,145.6,2.8
2024-06-01T09:02:11.000,145.3,0.0
2024-06-01T09:02:11.500,145.7,0.0
2024-06-01T09:02:12.000,145.5,1.2
2024-06-01T09:02:12.500,145.7,0.0
2024-06-01T09:02:13.000,145.0,1.7
2024-06-01T09:02:13.500,145.0,0.3
2024-06-01T09:02:14.000,145.5,0.0
2024-06-01T09:02:14.500,144.8,3.7
2024-06-01T09:02:15.000,145.9,0.1
2024-06-01T09:02:15.500,146.1,0.2
2024-06-01T09:02:16.000,146.5,0.0
2024-06-01T09:02:16.500,146.9,0.0
2024-06-01T09:02:17.000,147.1,1.3
2024-06-01T09:02:17.500,146.6,1.1
2024-06-01T09:02:18.000,146.0,0.3
2024-06-01T09:02:18.500,145.3,0.0
2024-06-01T09:02:19.000,145.5,1.3
2024-06-01T09:02:19.500,144.7,0.0
2024-06-01T09:02:20.000,144.4,0.0
2024-06-01T09:02:20.500,145.5,0.0
2024-06-01T09:02:21.000,145.8,0.0
2024-06-01T09:02:21.500,146.0,0.4
2024-06-01T09:02:22.000,145.9,0.0
2024-06-01T09:02:22.500,147.0,0.0
2024-06-01T09:02:23.000,146.8,2.9
2024-06-01T09:02:23.500,146.7,1.3
2024-06-01T09:02:24.000,145.3,1.9
2024-06-01T09:02:24.500,145.8,0.2
2024-06-01T09:02:25.000,146.1,1.6
2024-06-01T09:02:25.500,145.8,1.3
2024-06-01T09:02:26.000,146.2,1.9
2024-06-01T09:02:26.500,146.4,3.7
2024-06-01T09:02:27.000,147.2,0.0
2024-06-01T09:02:27.500,146.3,0.5
2024-06-01T09:02:28.000,145.7,0.0
2024-06-01T09:02:28.500,145.2,0.0
2024-06-01T09:02:29.000,145.5,0.0
2024-06-01T09:02:29.500,145.6,0.1
2024-06-01T09:02:30.000,145.4,1.1
2024-06-01T09:02:30.500,145.1,0.0
2024-06-01T09:02:31.000,144.8,1.8
2024-06-01T09:02:31.500,145.4,2.0
2024-06-01T09:02:32.000,144.9,0.0
2024-06-01T09:02:32.500,144.5,2.3
2024-06-01T09:02:33.000,144.3,2.8
2024-06-01T09:02:33.500,144.0,0.8
2024-06-01T09:02:34.000,144.1,0.0
2024-06-01T09:02:34.500,143.7,2.3
2024-06-01T09:02:35.000,143.2,0.0
2024-06-01T09:02:35.500,143.0,0.0
2024-06-01T09:02:36.000,142.9,0.3
2024-06-01T09:02:36.500,143.3,0.0
2024-06-01T09:02:37.000,142.6,1.8
2024-06-01T09:02:37.500,142.0,1.4
2024-06-01T09:02:38.000,141.7,2.0
2024-06-01T09:02:38.500,142.1,1.1
2024-06-01T09:02:39.000,141.7,0.0
2024-06-01T09:02:39.500,141.8,0.0
2024-06-01T09:02:40.000,143.1,1.6
2024-06-01T09:02:40.500,142.9,0.0
2024-06-01T09:02:41.000,143.0,4.7
2024-06-01T09:02:41.500,142.6,0.0
2024-06-01T09:02:42.000,142.8,0.0
2024-06-01T09:02:42.500,142.0,2.1
2024-06-01T09:02:43.000,141.5,1.5
2024-06-01T09:02:43.500,142.4,0.3
2024-06-01T09:02:44.000,142.5,0.1
2024-06-01T09:02:44.500,142.3,1.1
2024-06-01T09:02:45.000,141.7,1.7
2024-06-01T09:02:45.500,142.2,1.6
2024-06-01T09:02:46.000,141.4,0.1
2024-06-01T09:02:46.500,140.0,1.2
2024-06-01T09:02:47.000,140.6,1.8
2024-06-01T09:02:47.500,140.2,1.7
2024-06-01T09:02:48.000,141.1,0.0
2024-06-01T09:02:48.500,141.6,0.0
2024-06-01T09:02:49.000,142.2,0.0
2024-06-01T09:02:49.500,142.9,0.4
2024-06-01T09:02:50.000,143.1,1.1
2024-06-01T09:02:50.500,143.4,2.2
2024-06-01T09:02:51.000,142.6,1.8
2024-06-01T09:02:51.500,141.4,0.7
2024-06-01T09:02:52.000,141.2,1.0
2024-06-01T09:02:52.500,141.6,3.7
2024-06-01T09:02:53.000,141.2,0.2
2024-06-01T09:02:53.500,140.8,1.6
2024-06-01T09:02:54.000,140.7,3.6
2024-06-01T09:02:54.500,141.1,1.8
2024-06-01T09:02:55.000,141.2,0.0
2024-06-01T09:02:55.500,140.5,2.0
2024-06-01T09:02:56.000,140.1,0.9
2024-06-01T09:02:56.500,140.7,1.4
2024-06-01T09:02:57.000,140.9,3.2
2024-06-01T09:02:57.500,141.2,2.5
2024-06-01T09:02:58.000,141.1,1.5
2024-06-01T09:02:58.500,141.2,3.3
2024-06-01T09:02:59.000,141.4,2.7
2024-06-01T09:02:59.500,142.1,2.3
2024-06-01T09:03:00.000,142.5,2.7
2024-06-01T09:03:00.500,142.6,2.7
2024-06-01T09:03:01.000,141.8,2.0
2024-06-01T09:03:01.500,142.1,1.9
2024-06-01T09:03:02.000,141.1,2.7
2024-06-01T09:03:02.500,139.7,1.4
2024-06-01T09:03:03.000,139.9,1.1
2024-06-01T09:03:03.500,140.2,5.1
2024-06-01T09:03:04.000,140.9,2.9
2024-06-01T09:03:04.500,140.1,3.4
2024-06-01T09:03:05.000,140.9,3.4
2024-06-01T09:03:05.500,141.3,3.8
2024-06-01T09:03:06.000,141.2,3.9
2024-06-01T09:03:06.500,142.0,4.1
2024-06-01T09:03:07.000,142.2,3.0
2024-06-01T09:03:07.500,142.7,5.8
2024-06-01T09:03:08.000,142.5,3.6
2024-06-01T09:03:08.500,142.8,6.3
2024-06-01T09:03:09.000,142.6,2.1
2024-06-01T09:03:09.500,141.2,3.6
2024-06-01T09:03:10.000,141.2,6.9
2024-06-01T09:03:10.500,141.2,5.4
2024-06-01T09:03:11.000,142.3,4.9
2024-06-01T09:03:11.500,142.9,6.7
2024-06-01T09:03:12.000,143.5,4.8
2024-06-01T09:03:12.500,143.9,6.7
2024-06-01T09:03:13.000,144.2,3.5
2024-06-01T09:03:13.500,144.8,6.4
2024-06-01T09:03:14.000,144.2,6.4
2024-06-01T09:03:14.500,143.7,8.4
2024-06-01T09:03:15.000,142.8,9.2
2024-06-01T09:03:15.500,142.5,6.9
2024-06-01T09:03:16.000,142.8,10.9
2024-06-01T09:03:16.500,142.8,7.9
2024-06-01T09:03:17.000,143.2,6.0
2024-06-01T09:03:17.500,143.9,5.9
2024-06-01T09:03:18.000,143.9,12.1
2024-06-01T09:03:18.500,144.3,10.0
2024-06-01T09:03:19.000,144.1,9.5
2024-06-01T09:03:19.500,144.5,9.6
2024-06-01T09:03:20.000,144.4,9.5
2024-06-01T09:03:20.500,144.5,13.5
2024-06-01T09:03:21.000,145.5,11.7
2024-06-01T09:03:21.500,145.4,14.9
2024-06-01T09:03:22.000,145.0,12.3
2024-06-01T09:03:22.500,145.3,9.5
2024-06-01T09:03:23.000,145.8,14.6
2024-06-01T09:03:23.500,144.6,13.2
2024-06-01T09:03:24.000,145.2,13.8
2024-06-01T09:03:24.500,146.1,16.9
2024-06-01T09:03:25.000,147.2,14.6
2024-06-01T09:03:25.500,146.8,17.2
2024-06-01T09:03:26.000,146.6,15.9
2024-06-01T09:03:26.500,147.0,15.2
2024-06-01T09:03:27.000,147.7,17.5
2024-06-01T09:03:27.500,147.4,16.3
2024-06-01T09:03:28.000,147.6,19.5
2024-06-01T09:03:28.500,147.6,19.5
2024-06-01T09:03:29.000,147.9,18.6
2024-06-01T09:03:29.500,147.7,19.9
2024-06-01T09:03:30.000,146.5,20.3
2024-06-01T09:03:30.500,147.1,19.5
2024-06-01T09:03:31.000,145.9,21.8
2024-06-01T09:03:31.500,146.8,20.5
2024-06-01T09:03:32.000,146.9,22.3
2024-06-01T09:03:32.500,147.2,20.4
2024-06-01T09:03:33.000,147.2,22.5
2024-06-01T09:03:33.500,146.6,23.4
2024-06-01T09:03:34.000,147.2,22.1
2024-06-01T09:03:34.500,146.5,23.2
2024-06-01T09:03:35.000,146.1,23.5
2024-06-01T09:03:35.500,146.4,25.8
2024-06-01T09:03:36.000,146.2,24.2
2024-06-01T09:03:36.500,145.9,26.4
2024-06-01T09:03:37.000,145.9,28.5
2024-06-01T09:03:37.500,146.5,27.2
2024-06-01T09:03:38.000,146.2,24.7
2024-06-01T09:03:38.500,146.3,27.8
2024-06-01T09:03:39.000,146.4,29.7
2024-06-01T09:03:39.500,146.5,28.2
2024-06-01T09:03:40.000,146.9,30.7
2024-06-01T09:03:40.500,146.2,30.4
2024-06-01T09:03:41.000,147.5,30.6
2024-06-01T09:03:41.500,147.1,30.0
2024-06-01T09:03:42.000,147.4,30.1
2024-06-01T09:03:42.500,147.7,30.9
2024-06-01T09:03:43.000,146.9,31.9
2024-06-01T09:03:43.500,147.3,33.0
2024-06-01T09:03:44.000,146.5,33.2
2024-06-01T09:03:44.500,146.9,32.6
2024-06-01T09:03:45.000,146.6,33.5
2024-06-01T09:03:45.500,146.1,34.4
2024-06-01T09:03:46.000,146.2,31.8
2024-06-01T09:03:46.500,145.8,33.4
2024-06-01T09:03:47.000,146.2,33.8
2024-06-01T09:03:47.500,145.3,35.0
2024-06-01T09:03:48.000,145.1,35.3
2024-06-01T09:03:48.500,144.7,35.6
2024-06-01T09:03:49.000,144.8,35.0
2024-06-01T09:03:49.500,144.1,37.7
2024-06-01T09:03:50.000,142.6,37.4
2024-06-01T09:03:50.500,142.7,34.8
2024-06-01T09:03:51.000,143.0,37.5
2024-06-01T09:03:51.500,142.8,36.1
2024-06-01T09:03:52.000,141.8,40.6
2024-06-01T09:03:52.500,141.6,37.6
2024-06-01T09:03:53.000,141.6,37.9
2024-06-01T09:03:53.500,141.5,38.8
2024-06-01T09:03:54.000,140.3,38.6
2024-06-01T09:03:54.500,140.3,39.0
2024-06-01T09:03:55.000,140.7,41.6
2024-06-01T09:03:55.500,140.3,39.7
2024-06-01T09:03:56.000,140.6,40.8
2024-06-01T09:03:56.500,139.7,41.3
2024-06-01T09:03:57.000,139.1,38.3
2024-06-01T09:03:57.500,138.2,42.4
2024-06-01T09:03:58.000,138.3,40.9
2024-06-01T09:03:58.500,138.1,41.4
2024-06-01T09:03:59.000,137.6,38.7
2024-06-01T09:03:59.500,137.5,41.2
2024-06-01T09:04:00.000,137.6,40.6
2024-06-01T09:04:00.500,138.0,39.2
2024-06-01T09:04:01.000,137.5,43.4
2024-06-01T09:04:01.500,136.7,40.8
2024-06-01T09:04:02.000,135.4,39.5
2024-06-01T09:04:02.500,134.5,40.1
2024-06-01T09:04:03.000,133.3,41.1
2024-06-01T09:04:03.500,133.1,41.3
2024-06-01T09:04:04.000,132.1,40.4
2024-06-01T09:04:04.500,131.6,41.2
2024-06-01T09:04:05.000,131.1,41.4
2024-06-01T09:04:05.500,130.9,37.2
2024-06-01T09:04:06.000,131.5,38.2
2024-06-01T09:04:06.500,129.4,37.3
2024-06-01T09:04:07.000,128.7,38.6
2024-06-01T09:04:07.500,128.1,40.4
2024-06-01T09:04:08.000,128.6,39.0
2024-06-01T09:04:08.500,127.7,36.2
2024-06-01T09:04:09.000,126.4,37.1
2024-06-01T09:04:09.500,126.4,38.8
2024-06-01T09:04:10.000,125.1,36.2
2024-06-01T09:04:10.500,125.6,36.5
2024-06-01T09:04:11.000,124.9,36.8
2024-06-01T09:04:11.500,124.6,33.3
2024-06-01T09:04:12.000,123.8,36.8
2024-06-01T09:04:12.500,123.1,35.8
2024-06-01T09:04:13.000,122.8,35.8
2024-06-01T09:04:13.500,121.6,33.1
2024-06-01T09:04:14.000,120.6,33.1
2024-06-01T09:04:14.500,120.2,32.9
2024-06-01T09:04:15.000,119.6,33.8
2024-06-01T09:04:15.500,119.8,33.1
2024-06-01T09:04:16.000,119.4,32.8
2024-06-01T09:04:16.500,119.5,34.9
2024-06-01T09:04:17.000,119.8,33.7
2024-06-01T09:04:17.500,119.3,30.3
2024-06-01T09:04:18.000,118.9,29.9
2024-06-01T09:04:18.500,118.5,33.0
2024-06-01T09:04:19.000,117.8,29.5
2024-06-01T09:04:19.500,116.4,31.6
2024-06-01T09:04:20.000,115.1,31.5
2024-06-01T09:04:20.500,114.3,27.8
2024-06-01T09:04:21.000,114.5,27.7
2024-06-01T09:04:21.500,114.1,27.8
2024-06-01T09:04:22.000,114.1,25.9
2024-06-01T09:04:22.500,114.0,25.2
2024-06-01T09:04:23.000,113.3,25.6
2024-06-01T09:04:23.500,113.1,27.0
2024-06-01T09:04:24.000,112.4,24.6
2024-06-01T09:04:24.500,111.9,24.5
2024-06-01T09:04:25.000,111.6,23.6
2024-06-01T09:04:25.500,111.5,21.8
2024-06-01T09:04:26.000,111.0,25.5
2024-06-01T09:04:26.500,111.2,19.3
2024-06-01T09:04:27.000,110.5,21.4
2024-06-01T09:04:27.500,110.4,22.7
2024-06-01T09:04:28.000,110.0,19.3
2024-06-01T09:04:28.500,109.0,21.8
2024-06-01T09:04:29.000,109.5,22.3
2024-06-01T09:04:29.500,109.5,18.7
2024-06-01T09:04:30.000,109.9,19.8
2024-06-01T09:04:30.500,110.0,17.4
2024-06-01T09:04:31.000,110.0,19.3
2024-06-01T09:04:31.500,110.4,18.2
2024-06-01T09:04:32.000,110.3,18.0
2024-06-01T09:04:32.500,110.1,19.3
2024-06-01T09:04:33.000,110.3,17.5
2024-06-01T09:04:33.500,110.1,18.3
2024-06-01T09:04:34.000,110.4,16.8
2024-06-01T09:04:34.500,111.1,13.7
2024-06-01T09:04:35.000,111.3,15.4
2024-06-01T09:04:35.500,111.5,15.4
2024-06-01T09:04:36.000,112.0,12.0
2024-06-01T09:04:36.500,112.0,15.8
2024-06-01T09:04:37.000,112.3,13.5
2024-06-01T09:04:37.500,112.7,13.6
2024-06-01T09:04:38.000,113.1,11.3
2024-06-01T09:04:38.500,113.8,12.4
2024-06-01T09:04:39.000,113.6,12.3
2024-06-01T09:04:39.500,114.6,11.0
2024-06-01T09:04:40.000,115.0,11.3
2024-06-01T09:04:40.500,115.5,7.6
2024-06-01T09:04:41.000,115.8,12.5
2024-06-01T09:04:41.500,115.4,8.4
2024-06-01T09:04:42.000,116.3,6.5
2024-06-01T09:04:42.500,117.4,8.0
2024-06-01T09:04:43.000,118.0,7.9
2024-06-01T09:04:43.500,118.4,9.6
2024-06-01T09:04:44.000,118.1,7.2
2024-06-01T09:04:44.500,119.6,8.7
2024-06-01T09:04:45.000,119.8,6.5
2024-06-01T09:04:45.500,118.7,11.0
2024-06-01T09:04:46.000,119.0,8.2
2024-06-01T09:04:46.500,118.7,10.1
2024-06-01T09:04:47.000,119.4,5.3
2024-06-01T09:04:47.500,119.2,7.6
2024-06-01T09:04:48.000,120.4,4.9
2024-06-01T09:04:48.500,121.9,7.0
2024-06-01T09:04:49.000,122.4,6.9
2024-06-01T09:04:49.500,124.3,3.3
2024-06-01T09:04:50.000,126.1,3.7
2024-06-01T09:04:50.500,126.9,3.5
2024-06-01T09:04:51.000,126.8,2.8
2024-06-01T09:04:51.500,127.0,3.7
2024-06-01T09:04:52.000,127.1,3.2
2024-06-01T09:04:52.500,127.1,2.3
2024-06-01T09:04:53.000,127.2,4.4
2024-06-01T09:04:53.500,127.8,4.9
2024-06-01T09:04:54.000,128.9,1.9
2024-06-01T09:04:54.500,129.7,2.9
2024-06-01T09:04:55.000,130.5,3.6
2024-06-01T09:04:55.500,131.2,3.1
2024-06-01T09:04:56.000,131.8,2.2
2024-06-01T09:04:56.500,132.8,4.3
2024-06-01T09:04:57.000,133.0,4.3
2024-06-01T09:04:57.500,133.8,3.9
2024-06-01T09:04:58.000,134.5,2.4
2024-06-01T09:04:58.500,134.2,5.6
2024-06-01T09:04:59.000,133.8,5.1
2024-06-01T09:04:59.500,134.1,1.8
2024-06-01T09:05:00.000,134.4,2.1
2024-06-01T09:05:00.500,135.1,3.9
2024-06-01T09:05:01.000,134.7,0.9
2024-06-01T09:05:01.500,135.5,2.6
2024-06-01T09:05:02.000,136.4,1.9
2024-06-01T09:05:02.500,136.2,0.7
2024-06-01T09:05:03.000,135.7,1.3
